time,gFx,gFy,gFz,TgF
0.008536,0.9412,0.0889,-0.3015,0.99
0.024328,0.9300,0.1035,-0.2839,0.98
0.050838,0.9089,0.0893,-0.2892,0.96
0.068373,0.9080,0.0805,-0.2990,0.96
0.098772,0.9060,0.0419,-0.3156,0.96
0.107093,0.9231,0.0478,-0.3073,0.97
0.125552,1.0004,0.0375,-0.2936,1.04
0.150270,0.9505,0.0801,-0.3195,1.01
0.166059,0.9417,0.0933,-0.2956,0.99
0.193239,0.9524,0.0928,-0.2902,1.00
0.208693,0.9661,0.0869,-0.2785,1.01
0.229211,0.9661,0.0820,-0.2721,1.01
0.250767,0.9681,0.0732,-0.2707,1.01
0.267439,0.9730,0.0722,-0.2765,1.01
0.291294,0.9735,0.0908,-0.2770,1.02
0.317021,0.9774,0.1231,-0.2677,1.02
0.332613,0.9828,0.1324,-0.2663,1.03
0.349206,0.9793,0.1324,-0.2589,1.02
0.375077,0.9603,0.1153,-0.2467,1.00
0.389193,0.9446,0.1011,-0.2350,0.98
0.414737,0.9197,0.0610,-0.2076,0.94
0.431248,0.9089,0.0405,-0.2061,0.93
0.451097,0.9197,0.0317,-0.2237,0.95
0.475055,0.9617,0.0439,-0.2408,0.99
0.493202,0.9666,0.0771,-0.2428,1.00
0.513841,0.9608,0.1133,-0.2389,1.00
0.532760,0.9637,0.1348,-0.2115,1.00
0.550046,0.9608,0.1348,-0.1856,0.99
0.575263,0.9412,0.1011,-0.1993,0.97
0.592692,0.9515,0.0717,-0.2164,0.98
0.612859,0.9940,0.0434,-0.2110,1.02
0.634651,0.9994,0.0429,-0.2007,1.02
0.659158,0.9456,0.0717,-0.1963,0.97
0.674631,0.9231,0.0840,-0.1998,0.95
0.694259,0.9153,0.0898,-0.2061,0.94
0.714932,0.9295,0.0825,-0.2061,0.96
0.732297,0.9334,0.0683,-0.2110,0.96
0.758200,0.9466,0.0639,-0.2188,0.97
0.776749,0.9612,0.0805,-0.2144,0.99
0.793277,0.9759,0.0991,-0.2095,1.00
0.815311,0.9759,0.1153,-0.2276,1.01
0.832837,0.9412,0.1167,-0.2526,0.98
0.860849,0.8869,0.0781,-0.2799,0.93
0.876145,0.8688,0.0590,-0.2843,0.92
0.902505,0.8385,0.0493,-0.2799,0.89
0.924040,0.8161,0.0595,-0.3112,0.88
0.941819,0.8068,0.0776,-0.3655,0.89
0.960475,0.7906,0.0889,-0.4022,0.89
0.976042,0.7598,0.0786,-0.3938,0.86
1.000429,0.7007,0.0414,-0.3171,0.77
1.023912,0.6181,0.0180,-0.2902,0.68
1.040193,0.5736,0.0321,-0.2853,0.64
1.060407,0.5511,0.1060,-0.2887,0.63
1.083814,0.6342,0.2028,-0.2834,0.72
1.100021,0.7447,0.2267,-0.2995,0.83
1.125908,0.8366,0.2438,-0.2702,0.91
1.139590,0.8478,0.2301,-0.2379,0.91
1.156424,0.8063,0.2003,-0.2521,0.87
1.181702,0.7471,0.1729,-0.3161,0.83
1.198092,0.7716,0.1568,-0.3640,0.87
1.220639,0.8581,0.1436,-0.4290,0.97
1.240742,0.8312,0.1265,-0.3029,0.89
1.259797,0.7765,0.0620,-0.2531,0.82
1.284022,0.8170,0.0380,-0.3542,0.89
1.299248,0.9070,0.0649,-0.3909,0.99
1.322548,0.9769,0.1930,-0.4545,1.09
1.339957,0.9084,0.2296,-0.5038,1.06
1.366178,0.8258,0.0898,-0.4564,0.95
1.383148,0.8425,-0.0050,-0.4271,0.94
1.401489,0.8708,-0.0207,-0.3982,0.96
1.422446,0.8532,0.0053,-0.3909,0.94
1.439617,0.8077,0.0473,-0.3689,0.89
1.466885,0.8552,0.0786,-0.3630,0.93
1.482918,0.9216,0.0859,-0.4369,1.02
1.507895,1.0204,0.0458,-0.5268,1.15
1.523780,1.0219,-0.0211,-0.5283,1.15
1.548645,0.9823,-0.0417,-0.4980,1.10
1.566794,1.0517,-0.0461,-0.3318,1.10
1.582429,1.0497,-0.0265,-0.2487,1.08
1.607294,0.9656,-0.0427,-0.2443,1.00
1.631371,1.0952,0.0972,-0.4198,1.18
1.650915,1.1416,0.2086,-0.4520,1.25
1.665670,1.0918,0.3299,-0.5117,1.25
1.690863,1.1573,0.1676,-0.3767,1.23
1.707734,1.2228,-0.0387,-0.2663,1.25
1.729691,1.4061,-0.1091,-0.2917,1.44
1.747808,1.6173,0.2101,-0.3738,1.67
1.766619,1.6906,0.4594,-0.3973,1.80
1.790887,1.5591,0.3641,-0.5092,1.68
1.806721,1.3587,0.2052,-0.3611,1.42
1.832697,0.9564,0.1016,-0.1299,0.97
1.848500,0.7965,0.1255,-0.0893,0.81
1.865777,0.7491,0.1490,-0.1602,0.78
1.889835,0.7608,0.1363,-0.2677,0.82
1.906785,0.7491,0.1417,-0.2575,0.80
1.931838,0.7515,0.2296,-0.2350,0.82
1.949396,0.6929,0.2067,-0.2301,0.76
1.973486,0.6963,0.2169,-0.1602,0.75
1.990707,0.7501,0.2384,-0.1176,0.80
2.006457,0.7960,0.2360,-0.1020,0.84
2.032624,0.8205,0.1583,-0.0966,0.84
2.047773,0.8263,-0.0075,-0.0384,0.83
2.073320,0.9686,-0.2607,0.2231,1.03
2.091453,1.1123,-0.2348,0.3224,1.18
