time,gFx,gFy,gFz,TgF
0.002541,0.9568,0.0933,-0.2281,0.99
0.017407,0.9617,0.0903,-0.2154,0.99
0.042376,0.9275,0.0639,-0.2227,0.96
0.058693,0.9265,0.0307,-0.2232,0.95
0.082158,0.9270,0.0434,-0.2286,0.96
0.107416,0.9456,0.0654,-0.2658,0.98
0.119228,0.9515,0.0815,-0.2711,0.99
0.142675,0.9573,0.1045,-0.2560,1.00
0.158957,0.9412,0.1148,-0.2834,0.99
0.176890,0.9202,0.1074,-0.2819,0.97
0.201103,0.9031,0.0874,-0.2917,0.95
0.230477,0.8860,0.0845,-0.2961,0.94
0.242680,0.8737,0.0820,-0.2941,0.93
0.258885,0.8640,0.0781,-0.2956,0.92
0.282869,0.8547,0.0776,-0.3093,0.91
0.301185,0.8483,0.0698,-0.3112,0.91
0.330232,0.8126,0.0747,-0.3327,0.88
0.348084,0.7530,0.0986,-0.3469,0.83
0.358842,0.7090,0.1167,-0.3503,0.80
0.382817,0.6063,0.1270,-0.3533,0.71
0.400356,0.5609,0.1236,-0.3586,0.68
0.425270,0.5755,0.1299,-0.3728,0.70
0.444275,0.6479,0.1329,-0.3797,0.76
0.467316,0.7608,0.0972,-0.3748,0.85
0.484488,0.8376,0.0493,-0.3533,0.91
0.502110,0.8899,0.0067,-0.3386,0.95
0.526253,0.8713,-0.0221,-0.3445,0.94
0.542542,0.8346,-0.0094,-0.3420,0.90
0.567164,0.7774,0.0781,-0.3107,0.84
0.584846,0.7745,0.1578,-0.3367,0.86
0.602172,0.7892,0.2164,-0.4134,0.92
0.624930,0.8087,0.2658,-0.4955,0.99
0.641140,0.8200,0.2551,-0.5288,1.01
0.666982,0.8772,0.1192,-0.4046,0.97
0.684221,0.8923,-0.0001,-0.2956,0.94
0.714471,0.9114,-0.0446,-0.3660,0.98
0.726237,0.8957,-0.0153,-0.4344,1.00
0.750133,0.7975,0.0273,-0.4623,0.92
0.767986,0.7320,0.0527,-0.4422,0.86
0.784166,0.7501,0.0732,-0.3934,0.85
0.814261,0.8913,0.0678,-0.4515,1.00
0.826314,0.9319,0.0561,-0.4794,1.05
0.851753,0.9353,0.0312,-0.5302,1.08
0.866497,0.8835,-0.0045,-0.5469,1.04
0.891965,0.8952,-0.0480,-0.5200,1.04
0.908161,0.9432,-0.0808,-0.5234,1.08
0.933951,0.9549,-0.1091,-0.5312,1.10
0.949616,0.9500,-0.0392,-0.5258,1.09
0.966157,0.9691,-0.0055,-0.5034,1.09
0.991837,1.0189,-0.0211,-0.4882,1.13
1.007959,1.0155,-0.0280,-0.5229,1.14
1.032349,1.0678,0.0067,-0.4862,1.17
1.049040,1.1094,0.0385,-0.4422,1.19
1.074847,1.0732,-0.0710,-0.1929,1.09
1.091760,1.1817,-0.1575,-0.1538,1.20
1.108184,1.2683,-0.1297,-0.2472,1.30
1.134225,1.2174,-0.0265,-0.4046,1.28
1.148546,1.1104,0.0449,-0.4002,1.18
1.175124,0.9114,0.1666,-0.2531,0.96
1.192688,0.9270,0.1583,-0.1343,0.95
1.220669,1.0683,0.0297,-0.0824,1.07
1.231701,1.1284,0.0013,-0.0893,1.13
1.250678,1.1089,-0.0075,-0.0834,1.11
1.276430,1.0561,0.0590,-0.0546,1.06
1.292589,1.0199,0.0796,-0.0521,1.02
1.322598,1.0864,-0.0358,0.0241,1.09
1.334569,1.1133,-0.0505,0.0647,1.12
1.350789,1.1284,-0.0593,0.0681,1.13
1.375013,1.1514,-0.0119,0.0437,1.15
