time,gFx,gFy,gFz,TgF
0.004651,0.9544,0.0556,-0.2056,0.98
0.014730,0.9666,0.0473,-0.2012,0.99
0.036255,0.9652,0.0356,-0.2149,0.99
0.058335,0.9612,0.0331,-0.2086,0.98
0.076085,0.9554,0.0375,-0.1934,0.98
0.094313,0.9559,0.0400,-0.1919,0.98
0.120019,0.9363,0.0365,-0.2130,0.96
0.135837,0.9568,0.0488,-0.1699,0.97
0.157675,0.9627,0.0458,-0.1768,0.98
0.184507,0.9573,0.0307,-0.2012,0.98
0.201154,0.9524,0.0282,-0.2017,0.97
0.218688,0.9564,0.0453,-0.1915,0.98
0.242176,0.9515,0.0268,-0.1768,0.97
0.258731,0.9407,0.0483,-0.1758,0.96
0.275167,0.9520,0.0522,-0.2110,0.98
0.301548,0.9686,0.0483,-0.1866,0.99
0.318515,0.9700,0.0463,-0.1841,0.99
0.344479,0.9700,0.0517,-0.1944,0.99
0.368224,0.9608,0.0600,-0.1885,0.98
0.383164,0.9588,0.0620,-0.1900,0.98
0.400531,0.9666,0.0502,-0.1929,0.99
0.418728,0.9661,0.0439,-0.1934,0.99
0.444349,0.9608,0.0424,-0.2022,0.98
0.465087,0.9710,0.0385,-0.2017,0.99
0.485035,0.9617,0.0390,-0.2061,0.98
0.502386,0.9559,0.0370,-0.1968,0.98
0.526630,0.9490,0.0317,-0.1949,0.97
0.545840,0.9539,0.0317,-0.2003,0.98
0.560944,0.9529,0.0336,-0.2032,0.97
0.584306,0.9564,0.0277,-0.2130,0.98
0.602586,0.9632,0.0214,-0.2193,0.99
0.620813,0.9583,0.0111,-0.2291,0.99
0.645945,0.9573,0.0131,-0.2281,0.98
0.665783,0.9520,0.0165,-0.2257,0.98
0.684577,0.9446,0.0263,-0.2247,0.97
0.702102,0.9383,0.0385,-0.2257,0.97
0.727855,0.9353,0.0463,-0.2335,0.97
0.744243,0.9500,0.0444,-0.2462,0.98
0.766118,0.9622,0.0424,-0.2721,1.00
0.785793,0.9661,0.0458,-0.2795,1.01
0.802920,0.9539,0.0532,-0.2672,0.99
0.827983,0.9476,0.0502,-0.2570,0.98
0.844488,0.9485,0.0424,-0.2555,0.98
0.866754,0.9500,0.0380,-0.2648,0.99
0.884154,0.9490,0.0361,-0.2770,0.99
0.910174,0.9456,0.0380,-0.2990,0.99
0.926082,0.9573,0.0429,-0.3068,1.01
0.944675,0.9583,0.0507,-0.2863,1.00
0.980466,0.9500,0.0414,-0.2917,0.99
0.984603,0.9466,0.0380,-0.2922,0.99
1.011600,0.9461,0.0341,-0.2834,0.99
1.026603,0.9505,0.0307,-0.2814,0.99
1.045927,0.9378,0.0321,-0.2653,0.98
1.078046,0.9290,0.0331,-0.2643,0.97
1.093534,0.9515,0.0312,-0.2755,0.99
1.110530,0.9652,0.0307,-0.2780,1.00
1.126738,0.9612,0.0336,-0.2824,1.00
1.152641,0.9402,0.0385,-0.2687,0.98
1.179635,0.9309,0.0263,-0.2628,0.97
1.193622,0.9368,0.0194,-0.2702,0.98
1.210783,0.9378,0.0194,-0.2726,0.98
1.234745,0.9446,0.0160,-0.2570,0.98
1.253490,0.9534,0.0106,-0.2550,0.99
1.279508,0.9510,0.0062,-0.2565,0.98
1.292316,0.9466,0.0087,-0.2619,0.98
1.310353,0.9432,0.0160,-0.2643,0.98
1.335956,0.9417,0.0141,-0.2531,0.98
1.352422,0.9417,0.0165,-0.2579,0.98
1.377817,0.9427,0.0170,-0.2609,0.98
1.393690,0.9500,0.0209,-0.2555,0.98
1.409911,0.9456,0.0253,-0.2589,0.98
1.434463,0.9529,0.0268,-0.2658,0.99
1.451637,0.9515,0.0312,-0.2672,0.99
1.479929,0.9353,0.0321,-0.2653,0.97
1.491833,0.9451,0.0317,-0.2560,0.98
1.511989,0.9451,0.0297,-0.2452,0.98
1.535853,0.9363,0.0194,-0.2506,0.97
1.565850,0.9515,0.0233,-0.2511,0.98
1.578825,0.9568,0.0243,-0.2501,0.99
1.591723,0.9549,0.0233,-0.2477,0.99
1.617804,0.9539,0.0224,-0.2482,0.99
1.636313,0.9578,0.0287,-0.2550,0.99
1.652472,0.9515,0.0351,-0.2609,0.99
1.679518,0.9529,0.0341,-0.2648,0.99
1.701808,0.9539,0.0307,-0.2433,0.98
1.717739,0.9500,0.0263,-0.2350,0.98
1.735499,0.9510,0.0292,-0.2335,0.98
1.765080,0.9510,0.0370,-0.2487,0.98
1.776367,0.9539,0.0390,-0.2472,0.99
1.799843,0.9539,0.0277,-0.2521,0.99
1.817835,0.9539,0.0214,-0.2565,0.99
1.842283,0.9578,0.0204,-0.2501,0.99
1.865950,0.9446,0.0229,-0.2496,0.98
1.877898,0.9461,0.0258,-0.2535,0.98
1.901479,0.9461,0.0287,-0.2364,0.98
1.918128,0.9524,0.0243,-0.2281,0.98
1.942358,0.9500,0.0209,-0.2394,0.98
1.964476,0.9412,0.0292,-0.2408,0.97
1.986196,0.9544,0.0302,-0.2330,0.98
2.000199,0.9568,0.0292,-0.2320,0.99
2.018034,0.9515,0.0248,-0.2355,0.98
