time,gFx,gFy,gFz,TgF
0.002652,0.9881,0.0004,-0.0736,0.99
0.008656,0.9896,0.0023,-0.0702,0.99
0.027671,0.9862,0.0092,-0.0658,0.99
0.052903,0.9696,0.0013,-0.0849,0.97
0.075515,0.9647,-0.0104,-0.0707,0.97
0.089875,0.9696,-0.0153,-0.0702,0.97
0.110918,0.9837,-0.0104,-0.0766,0.99
0.135408,0.9881,-0.0055,-0.0775,0.99
0.150718,0.9920,-0.0070,-0.0810,1.00
0.176509,0.9847,-0.0035,-0.0780,0.99
0.191197,0.9788,-0.0050,-0.0712,0.98
0.209624,0.9632,0.0004,-0.0678,0.97
0.241580,0.9671,-0.0031,-0.0815,0.97
0.251721,0.9759,-0.0060,-0.0810,0.98
0.276824,0.9823,-0.0084,-0.0805,0.99
0.293958,0.9842,-0.0075,-0.0854,0.99
0.309160,0.9832,-0.0075,-0.0868,0.99
0.335329,0.9744,0.0004,-0.0800,0.98
0.351727,0.9696,0.0018,-0.0707,0.97
0.375190,0.9661,-0.0006,-0.0624,0.97
0.393214,0.9710,-0.0021,-0.0599,0.97
0.410025,0.9725,0.0004,-0.0599,0.97
0.435427,0.9803,-0.0031,-0.0687,0.98
0.453137,0.9876,-0.0065,-0.0756,0.99
0.473547,0.9906,-0.0070,-0.0790,0.99
0.492354,0.9857,-0.0094,-0.0810,0.99
0.519185,0.9793,-0.0050,-0.0844,0.98
0.535014,0.9813,-0.0006,-0.0834,0.98
0.553457,0.9828,-0.0021,-0.0829,0.99
0.574322,0.9828,-0.0099,-0.0893,0.99
0.592811,0.9813,-0.0119,-0.0951,0.99
0.618499,0.9832,-0.0099,-0.0976,0.99
0.636453,0.9847,-0.0060,-0.0986,0.99
0.661443,0.9769,-0.0026,-0.0991,0.98
0.681323,0.9735,-0.0089,-0.1035,0.98
0.700358,0.9710,-0.0114,-0.1113,0.98
0.718754,0.9730,-0.0109,-0.1127,0.98
0.734861,0.9700,-0.0006,-0.1108,0.98
0.761598,0.9705,0.0062,-0.1025,0.98
0.782632,0.9730,0.0072,-0.1015,0.98
0.800781,0.9700,0.0057,-0.1083,0.98
0.818760,0.9779,0.0057,-0.1157,0.98
0.844636,0.9847,0.0062,-0.1299,0.99
0.860350,0.9828,0.0092,-0.1367,0.99
0.882359,0.9813,0.0097,-0.1421,0.99
0.901302,0.9823,0.0053,-0.1391,0.99
0.917554,0.9813,0.0023,-0.1406,0.99
0.943166,0.9852,0.0013,-0.1455,1.00
0.960464,0.9828,-0.0016,-0.1455,0.99
0.982572,0.9823,-0.0109,-0.1431,0.99
1.000780,0.9784,-0.0167,-0.1406,0.99
1.017171,0.9784,-0.0148,-0.1435,0.99
1.043313,0.9764,-0.0006,-0.1323,0.99
1.060910,0.9744,0.0097,-0.1220,0.98
1.080889,0.9749,0.0165,-0.1220,0.98
1.102717,0.9661,0.0199,-0.1054,0.97
1.126706,0.9627,0.0150,-0.0907,0.97
1.143156,0.9622,0.0082,-0.0888,0.97
1.160836,0.9603,0.0053,-0.0844,0.96
1.181201,0.9656,0.0087,-0.0780,0.97
1.200236,0.9715,-0.0070,-0.0805,0.97
1.226793,0.9700,-0.0035,-0.0859,0.97
1.243243,0.9740,-0.0114,-0.1030,0.98
1.268637,0.9808,-0.0163,-0.0991,0.99
1.288222,0.9828,-0.0236,-0.1064,0.99
1.308544,0.9896,-0.0255,-0.1127,1.00
1.325158,0.9935,-0.0275,-0.1147,1.00
1.342852,0.9867,-0.0255,-0.1147,0.99
1.368819,0.9832,-0.0158,-0.1074,0.99
1.391297,0.9813,-0.0143,-0.1000,0.99
1.407791,0.9784,-0.0084,-0.0995,0.98
1.426092,0.9754,-0.0031,-0.1030,0.98
1.450790,0.9725,0.0009,-0.0991,0.98
1.468011,0.9676,0.0038,-0.0888,0.97
1.490361,0.9612,0.0038,-0.0859,0.97
1.509054,0.9612,-0.0006,-0.0815,0.96
1.526565,0.9681,0.0072,-0.0863,0.97
1.551777,0.9705,0.0165,-0.0883,0.97
1.567065,0.9740,0.0150,-0.0863,0.98
1.590427,0.9749,0.0131,-0.0932,0.98
1.609605,0.9764,0.0062,-0.0995,0.98
1.626061,0.9725,0.0053,-0.0995,0.98
1.650121,0.9803,-0.0001,-0.1083,0.99
1.667107,0.9886,-0.0021,-0.1171,1.00
1.691771,0.9847,0.0023,-0.1299,0.99
1.707022,0.9823,0.0053,-0.1308,0.99
1.733124,0.9862,0.0048,-0.1318,0.99
1.750286,0.9823,0.0053,-0.1255,0.99
1.780354,0.9828,0.0023,-0.1147,0.99
1.791602,0.9808,0.0004,-0.1093,0.99
1.807292,0.9735,-0.0006,-0.1030,0.98
1.834687,0.9705,0.0013,-0.0966,0.98
1.850482,0.9735,0.0028,-0.0947,0.98
1.879641,0.9818,-0.0040,-0.1054,0.99
1.890319,0.9779,-0.0040,-0.1103,0.98
1.909504,0.9744,0.0009,-0.1127,0.98
1.934044,0.9808,0.0018,-0.1152,0.99
1.950205,0.9852,-0.0016,-0.1176,0.99
1.979772,0.9759,-0.0123,-0.1171,0.98
1.990618,0.9754,-0.0119,-0.1137,0.98
2.016602,0.9764,-0.0153,-0.1064,0.98
2.032740,0.9798,-0.0158,-0.1118,0.99
2.050983,0.9774,-0.0040,-0.1137,0.98
2.079730,0.9730,0.0004,-0.1064,0.98
2.092194,0.9749,-0.0011,-0.1069,0.98
2.115938,0.9744,0.0004,-0.1064,0.98
2.134485,0.9740,-0.0001,-0.1103,0.98
2.158040,0.9818,-0.0011,-0.1083,0.99
2.174595,0.9823,-0.0040,-0.1079,0.99
2.200395,0.9749,-0.0045,-0.1044,0.98
2.215700,0.9691,-0.0070,-0.1000,0.97
2.233694,0.9686,-0.0045,-0.0991,0.97
2.257593,0.9735,0.0018,-0.0995,0.98
2.274756,0.9774,0.0043,-0.1000,0.98
2.298983,0.9759,0.0057,-0.0991,0.98
2.315909,0.9774,0.0048,-0.1005,0.98
2.340561,0.9832,-0.0031,-0.1035,0.99
2.358875,0.9813,-0.0016,-0.1020,0.99
2.374653,0.9779,-0.0001,-0.0995,0.98
2.400138,0.9744,0.0018,-0.0966,0.98
2.416507,0.9740,-0.0011,-0.0961,0.98
2.442329,0.9808,-0.0040,-0.0966,0.99
2.457903,0.9813,-0.0060,-0.0971,0.99
2.475538,0.9769,-0.0094,-0.0986,0.98
2.498300,0.9769,-0.0114,-0.0951,0.98
2.516182,0.9793,-0.0133,-0.0922,0.98
2.542055,0.9793,-0.0065,-0.0991,0.98
2.557658,0.9759,-0.0026,-0.0927,0.98
2.586642,0.9735,-0.0035,-0.0893,0.98
2.597875,0.9740,-0.0070,-0.0903,0.98
2.623800,0.9764,-0.0094,-0.0956,0.98
2.641226,0.9798,-0.0045,-0.0991,0.98
2.657588,0.9823,-0.0026,-0.1039,0.99
2.688290,0.9832,-0.0021,-0.1005,0.99
2.698977,0.9837,-0.0026,-0.0976,0.99
2.723556,0.9803,-0.0079,-0.0971,0.99
2.740219,0.9749,-0.0060,-0.0917,0.98
2.766937,0.9710,0.0023,-0.0907,0.98
2.783035,0.9715,0.0013,-0.0932,0.98
2.805183,0.9754,0.0013,-0.0947,0.98
2.823443,0.9764,-0.0021,-0.0981,0.98
2.839799,0.9779,-0.0026,-0.0971,0.98
2.864703,0.9759,-0.0026,-0.0961,0.98
2.886474,0.9764,-0.0006,-0.0966,0.98
2.905512,0.9769,0.0013,-0.0971,0.98
2.924144,0.9779,0.0004,-0.1010,0.98
2.940124,0.9764,0.0018,-0.0991,0.98
2.964745,0.9740,0.0023,-0.0991,0.98
2.983294,0.9764,-0.0040,-0.0927,0.98
3.006414,0.9744,-0.0060,-0.0932,0.98
3.024005,0.9818,-0.0035,-0.0951,0.99
3.047810,0.9813,-0.0021,-0.0961,0.99
3.066582,0.9808,0.0013,-0.0907,0.98
3.085900,0.9803,0.0033,-0.0898,0.98
3.105484,0.9803,0.0004,-0.0898,0.98
3.122120,0.9793,-0.0055,-0.0927,0.98
3.148894,0.9788,-0.0070,-0.0907,0.98
3.165381,0.9774,-0.0065,-0.0893,0.98
3.186259,0.9779,-0.0035,-0.0898,0.98
3.205168,0.9788,-0.0031,-0.0888,0.98
3.223389,0.9774,-0.0011,-0.0927,0.98
3.247746,0.9769,0.0028,-0.0947,0.98
3.264114,0.9798,0.0038,-0.0942,0.98
3.285948,0.9788,-0.0001,-0.0956,0.98
3.305354,0.9793,-0.0026,-0.0966,0.98
3.331398,0.9740,-0.0001,-0.0917,0.98
3.347898,0.9754,-0.0001,-0.0912,0.98
3.364485,0.9759,-0.0016,-0.0907,0.98
3.386645,0.9769,-0.0021,-0.0937,0.98
3.406870,0.9735,-0.0055,-0.0947,0.98
3.432302,0.9832,-0.0084,-0.0917,0.99
3.448871,0.9837,-0.0060,-0.0927,0.99
3.474084,0.9749,-0.0099,-0.0917,0.98
3.497374,0.9769,-0.0109,-0.0854,0.98
3.506659,0.9813,-0.0055,-0.0893,0.99
3.532182,0.9818,-0.0001,-0.0898,0.99
3.547119,0.9769,0.0067,-0.0829,0.98
3.573002,0.9793,0.0013,-0.0859,0.98
3.598828,0.9793,-0.0031,-0.0878,0.98
3.612884,0.9764,-0.0031,-0.0932,0.98
3.633091,0.9769,-0.0026,-0.0927,0.98
3.648647,0.9793,-0.0031,-0.0903,0.98
3.672354,0.9808,-0.0021,-0.0912,0.99
3.695567,0.9793,-0.0011,-0.0912,0.98
