time,gFx,gFy,gFz,TgF
0.007027,0.9559,0.0101,-0.2213,0.98
0.029749,0.9559,0.0062,-0.2257,0.98
0.042990,0.9505,0.0048,-0.2276,0.98
0.068889,0.9578,0.0145,-0.2154,0.98
0.085411,0.9652,0.0092,-0.2237,0.99
0.108538,0.9539,0.0087,-0.2262,0.98
0.127739,0.9573,0.0111,-0.2306,0.98
0.143581,0.9520,0.0141,-0.2340,0.98
0.168674,0.9573,0.0121,-0.2369,0.99
0.185263,0.9666,0.0087,-0.2423,1.00
0.209582,0.9593,0.0165,-0.2379,0.99
0.227454,0.9622,0.0165,-0.2374,0.99
0.244282,0.9588,0.0106,-0.2359,0.99
0.267724,0.9515,0.0106,-0.2247,0.98
0.284214,0.9520,0.0145,-0.2311,0.98
0.310155,0.9539,0.0131,-0.2247,0.98
0.326249,0.9358,0.0106,-0.2218,0.96
0.353561,0.9432,0.0087,-0.2100,0.97
0.367796,0.9471,0.0067,-0.2169,0.97
0.385428,0.9397,0.0062,-0.2047,0.96
0.411082,0.9515,0.0057,-0.2066,0.97
0.427472,0.9485,-0.0011,-0.2081,0.97
0.452996,0.9554,0.0067,-0.2467,0.99
0.467655,0.9671,0.0009,-0.2770,1.01
0.493931,0.9715,0.0150,-0.2457,1.00
0.510077,0.9622,0.0145,-0.2281,0.99
0.527976,0.9524,0.0175,-0.2242,0.98
0.552099,0.9446,0.0204,-0.2193,0.97
0.568351,0.9422,0.0238,-0.2193,0.97
0.593365,0.9441,0.0233,-0.2301,0.97
0.611439,0.9627,0.0097,-0.2501,0.99
0.641587,0.9647,0.0116,-0.2589,1.00
0.650026,0.9603,0.0136,-0.2575,0.99
0.668792,0.9427,0.0116,-0.2658,0.98
0.695862,0.9417,-0.0011,-0.2589,0.98
0.712308,0.9471,-0.0089,-0.2540,0.98
0.736269,0.9427,-0.0123,-0.2633,0.98
0.760317,0.9373,0.0028,-0.2697,0.98
0.777489,0.9466,0.0028,-0.2780,0.99
0.793560,0.9422,-0.0021,-0.2809,0.98
0.810678,0.9412,-0.0045,-0.2785,0.98
0.836817,0.9485,-0.0079,-0.2892,0.99
0.861203,0.9480,0.0013,-0.2907,0.99
0.877397,0.9510,-0.0006,-0.2980,1.00
0.893529,0.9358,0.0101,-0.3015,0.98
0.917625,0.9177,0.0204,-0.2858,0.96
0.937639,0.9456,0.0048,-0.2990,0.99
0.960401,0.9544,0.0023,-0.3005,1.00
0.976589,0.9388,0.0072,-0.3039,0.99
0.992734,0.9300,0.0077,-0.3044,0.98
1.017945,0.9260,0.0023,-0.2990,0.97
1.035766,0.9285,-0.0094,-0.2975,0.98
1.061247,0.9285,-0.0060,-0.2931,0.97
1.076689,0.9368,-0.0040,-0.2941,0.98
