time,gFx,gFy,gFz,TgF
0.004226,0.9588,-0.0192,-0.2584,0.99
0.017263,0.9524,-0.0216,-0.2535,0.99
0.036004,0.9446,-0.0221,-0.2511,0.98
0.066100,0.9471,-0.0172,-0.2457,0.98
0.079529,0.9441,-0.0153,-0.2462,0.98
0.093836,0.9363,-0.0123,-0.2438,0.97
0.119243,0.9451,-0.0128,-0.2394,0.98
0.134640,0.9544,-0.0119,-0.2467,0.99
0.160461,0.9495,-0.0079,-0.2491,0.98
0.184486,0.9515,-0.0094,-0.2589,0.99
0.209193,0.9490,-0.0060,-0.2653,0.99
0.220016,0.9427,-0.0016,-0.2633,0.98
0.233997,0.9388,0.0013,-0.2560,0.97
0.261591,0.9397,0.0023,-0.2550,0.97
0.277646,0.9500,0.0033,-0.2570,0.98
0.302138,0.9564,0.0033,-0.2599,0.99
0.317689,0.9603,0.0028,-0.2672,1.00
0.343413,0.9451,0.0048,-0.2687,0.98
0.360114,0.9358,0.0072,-0.2663,0.97
0.385338,0.9251,0.0126,-0.2477,0.96
0.401841,0.9212,0.0116,-0.2359,0.95
0.427033,0.9383,0.0028,-0.2438,0.97
0.442101,0.9480,0.0023,-0.2565,0.98
0.459693,0.9485,0.0072,-0.2570,0.98
0.485660,0.9500,-0.0021,-0.2526,0.98
0.501885,0.9510,-0.0011,-0.2555,0.98
0.526422,0.9520,-0.0040,-0.2565,0.99
0.544315,0.9573,-0.0094,-0.2663,0.99
0.568129,0.9529,-0.0109,-0.2716,0.99
0.586378,0.9221,0.0057,-0.2584,0.96
0.601405,0.9011,0.0253,-0.2457,0.93
0.626070,0.8840,0.0512,-0.2247,0.91
0.642012,0.8811,0.0610,-0.2281,0.91
0.668405,0.8987,0.0595,-0.2340,0.93
0.685890,0.9153,0.0453,-0.2306,0.94
0.715372,0.9950,-0.0070,-0.2496,1.03
0.727272,1.0111,-0.0202,-0.2741,1.05
0.744039,0.9950,-0.0138,-0.2917,1.04
0.769400,0.9779,0.0194,-0.2628,1.01
0.785988,0.9671,0.0390,-0.2619,1.00
0.817104,0.9735,0.0473,-0.2081,1.00
0.827090,0.9642,0.0292,-0.2296,0.99
0.843533,0.9696,0.0131,-0.1915,0.99
0.867931,0.9671,-0.0358,-0.1998,0.99
0.886090,0.9710,-0.0549,-0.2281,1.00
0.915443,0.9852,-0.0021,-0.2452,1.02
0.933929,0.9593,0.0307,-0.2560,0.99
0.950496,0.9392,0.0468,-0.2521,0.97
0.967581,0.9583,0.0507,-0.1787,0.98
0.985713,0.9192,0.0722,-0.2496,0.96
1.018394,0.9177,0.0884,-0.2056,0.94
1.025728,0.9216,0.0830,-0.1998,0.95
1.049727,0.9256,0.0546,-0.2056,0.95
1.067621,0.9202,0.0101,-0.2007,0.94
1.092912,0.9314,-0.0446,-0.1831,0.95
1.113859,0.9495,-0.0495,-0.1714,0.97
1.133570,0.9608,-0.0241,-0.1724,0.98
1.150854,0.9466,-0.0006,-0.1695,0.96
1.168904,0.9412,0.0028,-0.1607,0.95
1.193147,0.9344,-0.0094,-0.1538,0.95
1.215779,0.9358,0.0077,-0.1641,0.95
1.233496,0.9779,0.0331,-0.1817,1.00
1.249889,1.0253,0.0610,-0.2061,1.05
1.275436,1.0580,0.1162,-0.2526,1.09
1.293650,1.0962,0.1138,-0.2315,1.13
1.314152,1.1573,0.0678,-0.1968,1.18
1.333584,1.1808,0.0258,-0.1929,1.20
1.350826,1.1583,0.0473,-0.2482,1.19
1.376634,1.2062,0.1671,-0.4124,1.29
1.392109,1.2140,0.2057,-0.4794,1.32
1.415457,1.0302,0.2057,-0.4765,1.15
1.432885,0.9236,0.1016,-0.4965,1.05
1.459716,0.8077,-0.0026,-0.4144,0.91
1.477082,0.6772,-0.0656,-0.3186,0.75
1.493058,0.6049,-0.0925,-0.3127,0.69
1.513804,0.6533,-0.1033,-0.3914,0.77
1.533792,0.8234,-0.1008,-0.4657,0.95
1.558058,1.0277,-0.0299,-0.4300,1.11
1.575384,1.0830,0.0585,-0.4672,1.18
1.599995,1.0375,0.1524,-0.4193,1.13
1.626011,0.9168,0.1734,-0.3484,1.00
1.641025,0.8415,0.1216,-0.2922,0.90
1.660033,0.7926,0.0365,-0.2579,0.83
1.675777,0.7799,-0.0397,-0.2496,0.82
1.699699,0.8038,-0.1038,-0.2755,0.86
1.722969,0.8029,-0.1082,-0.2687,0.85
1.741054,0.8170,-0.0847,-0.2531,0.86
1.758997,0.8302,-0.0612,-0.2276,0.86
1.775842,0.8234,-0.0431,-0.2203,0.85
1.800399,0.8126,-0.0417,-0.2135,0.84
1.821497,0.8434,-0.0573,-0.2208,0.87
1.841490,0.8869,-0.0783,-0.2174,0.92
1.858990,0.9094,-0.0739,-0.2218,0.94
1.884650,0.9490,-0.0485,-0.2174,0.97
1.899584,0.9852,-0.0114,-0.2452,1.02
1.921327,1.0835,-0.0099,-0.2467,1.11
1.941464,1.1319,-0.1287,-0.1954,1.16
1.958692,1.1641,-0.2084,-0.1489,1.19
1.983893,1.1744,-0.1439,-0.1147,1.19
1.999615,1.1524,-0.0397,-0.1939,1.17
2.022390,1.1803,0.0087,-0.3973,1.25
2.041346,1.2169,-0.2064,-0.4056,1.30
2.066858,0.9881,-0.3418,-0.5415,1.18
2.083789,0.7911,-0.1981,-0.5586,0.99
2.107886,0.5990,0.0097,-0.4838,0.77
2.129703,0.7207,-0.0407,-0.4193,0.83
2.148689,0.9080,-0.0705,-0.3973,0.99
2.165815,1.0884,-0.0891,-0.4041,1.16
2.185154,1.1822,-0.1483,-0.4080,1.26
2.207646,1.0121,-0.1932,-0.3870,1.10
2.232481,0.8126,-0.1380,-0.3474,0.89
2.248317,0.7623,-0.0686,-0.2848,0.82
2.266347,0.7178,-0.0123,-0.2447,0.76
2.285030,0.7139,0.0160,-0.2682,0.76
2.307517,0.7437,0.0468,-0.2731,0.79
2.335552,0.8097,0.0585,-0.2462,0.85
2.348372,0.8068,0.0649,-0.2423,0.84
2.365075,0.7794,0.0757,-0.2330,0.82
2.391148,0.7491,0.0581,-0.1714,0.77
2.408704,0.7721,0.0317,-0.1528,0.79
2.430264,0.8307,-0.0001,-0.1582,0.85
2.449516,0.8923,-0.0153,-0.1572,0.91
2.475205,0.9505,-0.0402,-0.1929,0.97
2.490507,0.9979,-0.0319,-0.2413,1.03
2.507611,1.1001,-0.0011,-0.2428,1.13
2.532284,1.1192,0.0365,-0.2917,1.16
2.550743,1.1504,0.1099,-0.2369,1.18
2.575439,1.2028,0.1069,-0.0839,1.21
2.590366,1.2511,-0.0192,-0.1157,1.26
2.608326,1.2658,-0.1297,-0.3880,1.33
2.631360,1.3005,-0.1165,-0.6896,1.48
2.648111,1.1465,0.0165,-0.6417,1.31
2.674676,0.7955,0.0243,-0.5156,0.95
2.690419,0.6845,-0.0148,-0.4427,0.82
2.720433,0.6449,0.0825,-0.3694,0.75
2.731376,0.7261,0.0849,-0.3919,0.83
2.756699,1.0253,0.0292,-0.4061,1.10
2.774398,1.0849,0.0189,-0.5229,1.20
2.790407,1.2722,0.0013,-0.4853,1.36
2.820288,0.7457,0.0947,-0.3332,0.82
2.832782,0.6464,0.0889,-0.2692,0.71
2.857095,0.5477,0.0326,-0.1875,0.58
2.873194,0.5599,-0.0207,-0.1812,0.59
2.898631,0.7740,-0.1214,-0.2242,0.81
2.920470,0.9754,-0.2069,-0.2971,1.04
2.939053,0.9612,-0.1830,-0.3068,1.03
2.959177,0.8737,-0.1399,-0.2584,0.92
2.973265,0.8087,-0.1248,-0.2149,0.85
2.999088,0.7877,-0.1082,-0.1548,0.81
3.015036,0.8200,-0.0769,-0.1714,0.84
3.039090,0.8703,-0.0079,-0.1714,0.89
3.055082,0.9138,0.0214,-0.1861,0.93
3.080296,1.0160,0.0317,-0.2579,1.05
3.096764,1.0228,0.0082,-0.3513,1.08
3.118030,0.9314,-0.1385,-0.3107,0.99
3.140444,1.2365,-0.2318,-0.0639,1.26
3.156144,1.3352,-0.1590,-0.1103,1.35
3.181371,1.2218,0.0219,-0.2369,1.24
3.197771,1.0957,0.1245,-0.3538,1.16
3.220649,0.9559,0.0854,-0.4647,1.07
3.240211,1.0536,-0.2881,-0.5742,1.23
3.256013,0.9119,-0.4152,-0.6525,1.20
3.281118,0.8136,-0.3971,-0.4965,1.03
3.298346,0.7452,-0.3179,-0.4892,0.95
3.318997,0.8899,-0.2265,-0.4799,1.04
3.338754,1.2120,-0.0563,-0.4227,1.28
3.356458,1.2243,0.0913,-0.4090,1.29
3.381098,1.0277,0.0365,-0.4124,1.11
3.399389,0.7716,0.0180,-0.3885,0.86
3.420487,0.5931,-0.0011,-0.2951,0.66
3.438578,0.5731,-0.0475,-0.1871,0.60
3.464535,0.6269,-0.0896,-0.2091,0.67
3.483047,0.7769,-0.0427,-0.3010,0.83
3.499398,0.8693,0.0243,-0.3166,0.93
3.528055,0.8557,0.0180,-0.2672,0.90
3.538762,0.8508,0.0145,-0.2394,0.88
3.565714,0.7813,0.0361,-0.1768,0.80
3.580444,0.8092,0.0370,-0.1675,0.83
3.607747,0.8361,0.0067,-0.1587,0.85
3.633931,0.8532,-0.0285,-0.1445,0.87
3.648382,0.9075,-0.0407,-0.1533,0.92
3.664328,0.9935,-0.0529,-0.1968,1.01
3.682458,1.1260,-0.0441,-0.2741,1.16
3.707829,1.0624,0.0942,-0.3699,1.13
3.732071,1.1460,0.1593,-0.1176,1.16
3.746930,1.1866,0.0693,-0.1025,1.19
3.764623,1.2316,-0.0334,-0.2941,1.27
3.791053,1.3621,-0.0710,-0.8006,1.58
3.808029,1.2551,0.0761,-0.8187,1.50
3.832571,0.8156,0.0678,-0.5356,0.98
3.848662,0.7295,-0.0471,-0.3679,0.82
3.863007,0.6987,-0.0974,-0.3797,0.80
3.891007,0.8718,-0.0255,-0.4638,0.99
3.907913,1.0312,0.0160,-0.4574,1.13
3.934854,1.0967,0.0204,-0.5170,1.21
3.948309,1.1001,0.0380,-0.4853,1.20
3.965514,0.8630,0.0786,-0.3875,0.95
3.990506,0.6088,0.0737,-0.2707,0.67
4.008320,0.5569,0.0434,-0.2091,0.60
4.028792,0.5403,0.0082,-0.1929,0.57
4.046117,0.6865,-0.0563,-0.2086,0.72
4.074107,0.9104,-0.2054,-0.2648,0.97
4.090509,0.9236,-0.2182,-0.2589,0.98
4.106520,0.8752,-0.1927,-0.2335,0.93
4.137268,0.7862,-0.1253,-0.1602,0.81
4.146687,0.7677,-0.1145,-0.1406,0.79
4.173917,0.7667,-0.0622,-0.1025,0.78
4.190527,0.8478,-0.0397,-0.1220,0.86
4.208004,0.9529,-0.0148,-0.1949,0.97
4.235304,1.0620,0.0458,-0.3010,1.10
4.246937,1.0488,0.0590,-0.3425,1.10
4.273751,0.9989,-0.1365,-0.3860,1.08
4.287858,1.1798,-0.2597,-0.1274,1.21
4.315569,1.3494,-0.1233,-0.1220,1.36
4.342253,1.1612,-0.0207,-0.4242,1.24
4.355660,1.1724,-0.0099,-0.5366,1.29
4.374105,1.1856,-0.1957,-0.5249,1.31
4.398570,0.8679,-0.2612,-0.6305,1.10
4.415363,0.6963,-0.1717,-0.4877,0.87
4.434140,0.8332,-0.2045,-0.5654,1.03
4.454636,0.9192,-0.2030,-0.6090,1.12
4.471273,1.0859,-0.1932,-0.5298,1.22
4.496230,1.2028,-0.0627,-0.4007,1.27
4.515850,1.0136,-0.0011,-0.4242,1.10
4.544016,0.7149,-0.0334,-0.3689,0.81
4.553670,0.6386,-0.0153,-0.3469,0.73
4.572590,0.5472,-0.0099,-0.2883,0.62
4.597766,0.5105,-0.0285,-0.2350,0.56
4.615347,0.5892,-0.0236,-0.2599,0.64
4.636404,0.7574,0.0502,-0.3083,0.82
4.655638,0.7623,0.1123,-0.2941,0.82
4.679976,0.7701,0.0693,-0.2179,0.80
4.697526,0.7823,0.0287,-0.2076,0.81
4.713942,0.7906,0.0111,-0.1973,0.81
4.740411,0.8513,-0.0285,-0.1196,0.86
4.755324,0.8425,-0.0500,-0.1269,0.85
4.780122,0.9392,-0.0857,-0.1377,0.95
4.796107,1.0722,-0.1106,-0.1836,1.09
4.827738,1.1842,-0.0011,-0.3919,1.25
4.844892,1.1265,0.1480,-0.3445,1.19
4.853970,1.2032,0.1832,-0.2247,1.24
4.879437,1.2570,0.0879,-0.0731,1.26
4.897444,1.2648,-0.0847,-0.2521,1.29
4.928037,1.3000,-0.0651,-0.7996,1.53
4.939278,1.2727,0.0248,-0.8426,1.53
4.963383,0.7828,0.0752,-0.5332,0.95
4.979688,0.6577,-0.0167,-0.3968,0.77
4.997049,0.7246,-0.0158,-0.4344,0.85
5.023630,0.9128,0.0815,-0.5332,1.06
5.036466,1.0356,0.0942,-0.5038,1.16
5.062766,1.1788,0.0224,-0.4183,1.25
5.080039,1.1338,-0.0275,-0.4041,1.20
5.104230,0.8361,0.0346,-0.3987,0.93
5.126150,0.5941,0.0869,-0.3435,0.69
5.146044,0.4734,0.0747,-0.2614,0.55
5.162483,0.4787,0.0258,-0.2399,0.54
5.179580,0.6220,-0.0578,-0.2550,0.67
5.204290,0.7882,-0.1869,-0.3029,0.86
5.226530,0.8273,-0.2138,-0.2927,0.90
5.246093,0.7813,-0.1531,-0.2516,0.84
5.262368,0.7593,-0.0955,-0.2403,0.80
5.279919,0.7608,-0.0466,-0.2262,0.80
5.305244,0.8732,-0.0163,-0.2037,0.90
5.325326,0.9515,-0.0446,-0.1817,0.97
5.343985,0.9725,-0.0363,-0.2051,0.99
5.362323,1.0365,-0.0246,-0.2589,1.07
5.387713,1.0546,-0.0495,-0.3151,1.10
5.404098,1.0683,-0.1962,-0.2663,1.12
5.425672,1.3044,-0.2768,-0.0375,1.33
5.445145,1.2013,-0.1639,-0.1963,1.23
5.470373,1.0752,0.0810,-0.4330,1.16
5.486497,1.1519,0.0879,-0.5366,1.27
5.504083,1.0654,-0.1321,-0.5650,1.21
5.527929,0.8327,-0.2040,-0.6798,1.09
5.545406,0.7549,-0.1150,-0.5762,0.96
5.571829,0.8679,-0.1219,-0.5982,1.06
5.589354,0.9676,-0.1458,-0.5283,1.11
5.605560,1.1524,-0.1639,-0.4242,1.24
5.637402,1.1231,-0.0554,-0.4701,1.22
5.644977,1.0434,-0.0876,-0.4506,1.14
5.669602,0.7965,-0.1155,-0.3547,0.88
5.689237,0.6352,-0.0559,-0.3205,0.71
5.712821,0.5540,-0.0290,-0.1998,0.59
5.741180,0.5775,0.0155,-0.2628,0.63
5.746840,0.6068,0.0263,-0.2858,0.67
5.769768,0.7139,0.0541,-0.3186,0.78
5.789246,0.7486,0.0405,-0.2961,0.81
5.812868,0.6992,0.0629,-0.2042,0.73
5.834383,0.7173,0.0830,-0.1866,0.75
5.853214,0.8151,0.0414,-0.1690,0.83
5.869711,0.8908,-0.0143,-0.1949,0.91
5.895230,0.8982,-0.0554,-0.2232,0.93
5.911246,0.9505,-0.0808,-0.1939,0.97
5.934869,1.1001,-0.0412,-0.3049,1.14
5.952447,1.1236,0.0194,-0.4144,1.20
5.968959,1.2335,0.0737,-0.3259,1.28
5.996008,1.3817,0.1607,-0.0599,1.39
6.012668,1.2433,0.0713,-0.0599,1.25
6.033116,1.0786,-0.0500,-0.2447,1.11
6.055090,1.0791,-0.1341,-0.6965,1.29
6.069830,1.0488,-0.0490,-0.8979,1.38
6.096591,0.8864,0.0131,-0.7038,1.13
6.111281,0.8713,0.0541,-0.6285,1.08
6.132735,0.9417,0.0918,-0.5342,1.09
6.151316,0.9436,0.0243,-0.4848,1.06
6.177668,1.0175,-0.0930,-0.3978,1.10
6.196943,1.0380,-0.1282,-0.3738,1.11
6.218984,0.8498,-0.0431,-0.3591,0.92
6.233974,0.7613,-0.0143,-0.3161,0.82
6.251549,0.6273,0.0072,-0.2780,0.69
6.277898,0.5281,0.0493,-0.2760,0.60
6.295710,0.5711,0.0375,-0.2521,0.63
6.319253,0.7686,-0.0339,-0.2902,0.82
6.339763,0.8092,-0.0764,-0.3200,0.87
6.359184,0.7828,-0.0862,-0.2731,0.83
6.376737,0.7466,-0.0788,-0.2535,0.79
6.396596,0.7437,-0.0749,-0.2032,0.77
6.424841,0.8586,-0.0896,-0.1739,0.88
6.445315,0.9886,-0.1003,-0.1895,1.01
6.460527,1.0556,-0.0920,-0.2242,1.08
6.477509,1.0849,-0.0441,-0.2755,1.12
6.503561,1.0238,0.0522,-0.3137,1.07
6.519637,0.8552,-0.0446,-0.3435,0.92
6.545081,1.1236,-0.2108,-0.0287,1.14
6.558880,1.0419,-0.2128,-0.1098,1.07
6.577157,1.3010,-0.0911,-0.2834,1.33
6.603785,1.4697,-0.0387,-0.9067,1.73
6.619272,1.2072,-0.1839,-0.6417,1.38
6.644571,0.7901,-0.2235,-0.5180,0.97
6.660292,0.7158,-0.1600,-0.4794,0.88
6.685408,0.8444,-0.1302,-0.5918,1.04
6.704464,1.0126,-0.1395,-0.6080,1.19
6.727743,1.1104,-0.1013,-0.4070,1.19
6.742977,1.1421,-0.0583,-0.3802,1.21
6.759231,1.0497,-0.0358,-0.4354,1.14
6.784360,0.7901,-0.0749,-0.4217,0.90
6.803322,0.6767,-0.0407,-0.3616,0.77
6.820331,0.5995,-0.0084,-0.2790,0.66
6.845496,0.5677,0.0336,-0.2403,0.62
6.860675,0.6044,0.0678,-0.2511,0.66
6.884568,0.6836,0.1099,-0.2521,0.74
6.904203,0.6943,0.1021,-0.2403,0.74
6.933513,0.7119,0.0419,-0.1690,0.73
6.943808,0.7422,0.0307,-0.1528,0.76
6.968458,0.8249,0.0092,-0.1343,0.84
6.985098,0.8894,0.0145,-0.1289,0.90
7.002357,0.8791,0.0189,-0.1714,0.90
7.033203,0.9652,0.0131,-0.2110,0.99
7.052092,1.1470,0.0512,-0.2819,1.18
7.069211,1.1226,0.0590,-0.4603,1.21
7.086119,1.1954,0.1309,-0.3513,1.25
7.112560,1.3274,0.0693,-0.0492,1.33
7.132407,1.2502,-0.0539,-0.1919,1.27
7.152357,1.2213,-0.1087,-0.4867,1.32
7.169235,1.3303,-0.0999,-0.6882,1.50
7.186036,1.0312,0.0669,-0.6329,1.21
7.211968,0.6987,0.0224,-0.5082,0.86
7.232757,0.8513,0.0722,-0.5513,1.02
7.250729,0.8855,0.1622,-0.5742,1.07
7.268425,0.9867,0.1573,-0.5273,1.13
7.294501,1.0815,-0.0031,-0.4853,1.19
7.310307,1.0414,-0.1077,-0.5024,1.16
7.331070,0.8811,-0.0999,-0.4046,0.97
7.351099,0.7315,-0.0138,-0.2853,0.79
7.368637,0.6249,0.0326,-0.2443,0.67
7.393053,0.5711,0.0556,-0.2799,0.64
7.412209,0.6151,0.0067,-0.2658,0.67
7.433160,0.8092,-0.1023,-0.3244,0.88
7.450878,0.8952,-0.1365,-0.3846,0.98
7.468478,0.8307,-0.0607,-0.3156,0.89
7.492998,0.7510,-0.0177,-0.2550,0.79
7.510543,0.7393,-0.0045,-0.2047,0.77
7.532352,0.8033,-0.0128,-0.1773,0.82
7.551902,0.9080,-0.0378,-0.1787,0.93
7.576803,1.0414,-0.0207,-0.1665,1.05
7.593143,1.0175,0.0072,-0.2007,1.04
7.610501,0.9793,0.0248,-0.2702,1.02
7.631930,0.8165,-0.0832,-0.3797,0.90
7.650107,0.9852,-0.2128,-0.1714,1.02
7.676261,1.3675,-0.0955,0.0124,1.37
7.693128,1.3171,-0.0730,-0.3362,1.36
7.712138,1.0629,-0.0177,-0.4530,1.16
7.744108,1.2125,-0.2054,-0.5718,1.36
7.761184,1.0825,-0.3433,-0.7698,1.37
7.776636,0.9588,-0.2886,-0.7018,1.22
7.793696,0.9138,-0.1047,-0.6266,1.11
