time,gFx,gFy,gFz,TgF
0.009758,0.9798,0.0062,-0.0414,0.98
0.034831,0.9984,0.0087,-0.0433,1.00
0.050340,1.0028,0.0160,-0.0375,1.00
0.066990,0.9813,0.0189,-0.0311,0.98
0.093186,0.9622,0.0160,-0.0247,0.96
0.109878,0.9749,0.0155,-0.0238,0.98
0.131727,0.9813,0.0141,-0.0194,0.98
0.148387,0.9749,0.0155,-0.0228,0.98
0.176172,0.9881,0.0170,-0.0340,0.99
0.191703,0.9906,0.0165,-0.0399,0.99
0.208290,0.9955,0.0150,-0.0409,1.00
0.231825,0.9872,0.0126,-0.0345,0.99
0.249806,0.9788,0.0136,-0.0267,0.98
0.275189,0.9784,0.0150,-0.0174,0.98
0.291656,0.9784,0.0131,-0.0155,0.98
0.316253,0.9642,0.0126,-0.0169,0.96
0.332165,0.9720,0.0136,-0.0213,0.97
0.359298,0.9999,0.0189,-0.0443,1.00
0.375185,1.0004,0.0224,-0.0555,1.00
0.391837,0.9891,0.0209,-0.0551,0.99
0.418020,0.9823,0.0189,-0.0458,0.98
0.440535,0.9847,0.0258,-0.0247,0.99
0.457662,0.9832,0.0263,-0.0140,0.98
0.476328,0.9710,0.0253,-0.0155,0.97
0.499897,0.9788,0.0209,-0.0272,0.98
0.518971,0.9842,0.0116,-0.0379,0.99
0.543308,0.9886,0.0145,-0.0555,0.99
0.559168,0.9989,0.0219,-0.0619,1.00
0.575120,1.0018,0.0307,-0.0595,1.00
0.599573,0.9798,0.0414,-0.0590,0.98
0.617955,0.9793,0.0488,-0.0702,0.98
0.646501,0.9876,0.0497,-0.0741,0.99
0.656203,0.9886,0.0478,-0.0810,0.99
0.675903,0.9872,0.0429,-0.0883,0.99
0.700037,1.0116,0.0424,-0.1044,1.02
0.719540,1.0160,0.0517,-0.1167,1.02
0.745855,0.9940,0.0551,-0.0873,1.00
0.757119,0.9867,0.0551,-0.0595,0.99
0.776789,0.9740,0.0541,-0.0101,0.98
0.801229,0.9534,0.0590,0.0232,0.96
0.826172,0.9427,0.0615,0.0266,0.95
0.858079,0.9334,0.0561,0.0217,0.94
0.867048,0.9388,0.0537,0.0236,0.94
0.881886,0.9510,0.0571,0.0232,0.95
0.899854,0.9700,0.0595,0.0139,0.97
0.924256,0.9906,0.0615,0.0007,0.99
0.952041,1.0008,0.0561,-0.0213,1.00
0.964773,0.9906,0.0497,-0.0169,0.99
0.982984,0.9964,0.0449,-0.0091,1.00
0.999630,0.9945,0.0453,-0.0062,1.00
1.025664,0.9705,0.0493,0.0002,0.97
1.056759,0.9710,0.0561,-0.0071,0.97
1.060991,0.9740,0.0546,-0.0115,0.98
1.083139,0.9803,0.0541,-0.0277,0.98
1.107989,0.9857,0.0541,-0.0384,0.99
1.124055,0.9930,0.0512,-0.0428,1.00
1.153230,1.0008,0.0463,-0.0423,1.00
1.164801,0.9989,0.0444,-0.0370,1.00
1.182944,0.9940,0.0409,-0.0291,1.00
1.207709,0.9740,0.0385,-0.0130,0.97
1.225255,0.9603,0.0365,-0.0032,0.96
1.247258,0.9710,0.0395,-0.0032,0.97
1.264186,0.9862,0.0365,-0.0203,0.99
1.291805,1.0126,0.0615,-0.0697,1.02
1.308862,1.0400,0.0859,-0.0868,1.05
1.323989,1.0502,0.0918,-0.0805,1.06
1.350543,1.0458,0.1050,-0.0854,1.05
1.366573,1.0258,0.1162,-0.0942,1.04
1.391255,0.9666,0.1265,-0.0873,0.98
1.407053,0.9363,0.1275,-0.0898,0.95
1.437077,0.9304,0.1133,-0.0771,0.94
1.450652,0.9388,0.0923,-0.0790,0.95
1.464487,0.9368,0.0717,-0.0863,0.94
1.491662,0.9344,0.0483,-0.0859,0.94
1.508411,0.9456,0.0429,-0.0849,0.95
1.540191,0.9510,0.0356,-0.0766,0.95
1.548410,0.9441,0.0375,-0.0717,0.95
1.572999,0.9314,0.0473,-0.0736,0.94
1.589965,0.9256,0.0458,-0.0785,0.93
1.607668,0.9075,0.0297,-0.0824,0.91
1.636654,0.8864,0.0067,-0.0257,0.89
1.648621,0.9515,0.0150,-0.0047,0.95
1.672674,1.1260,0.1162,-0.1137,1.14
1.689632,1.1925,0.1842,-0.1900,1.22
1.714712,1.0972,0.2306,-0.2262,1.14
1.736747,1.0175,0.1534,-0.1093,1.03
1.750972,0.9735,0.1133,-0.0291,0.98
1.773630,0.9128,0.1035,0.0701,0.92
1.789529,0.8781,0.1348,0.1151,0.90
1.814750,0.8791,0.2057,0.1014,0.91
1.835708,0.9466,0.2208,0.0398,0.97
1.856496,1.0243,0.1822,0.0036,1.04
1.871669,1.0546,0.1260,-0.0071,1.06
1.898946,1.0722,0.0189,-0.0199,1.07
1.916512,1.0194,0.0101,-0.0306,1.02
1.936812,0.9691,0.0546,-0.0203,0.97
1.956191,0.9192,0.1216,-0.0062,0.93
1.972608,0.8967,0.1690,0.0002,0.91
1.998160,0.8737,0.2238,0.0178,0.90
2.016059,0.9016,0.2292,0.0256,0.93
2.035383,0.9466,0.2345,0.0119,0.98
2.054761,1.0087,0.2262,-0.0120,1.03
2.080402,1.0683,0.1612,-0.0404,1.08
2.096274,1.0732,0.1128,-0.0428,1.08
2.113748,1.0351,0.0840,-0.0189,1.04
2.136763,0.9539,0.0463,0.0486,0.96
2.155211,0.9080,0.0365,0.0931,0.91
2.181326,0.9065,0.0375,0.1102,0.91
2.197476,0.9363,0.0375,0.0882,0.94
2.223091,0.9759,0.0600,0.0466,0.98
2.246908,1.0067,0.0854,0.0510,1.01
2.255158,1.0116,0.0977,0.0525,1.02
2.280106,1.0351,0.1456,0.0784,1.05
2.297561,1.0659,0.1788,0.0642,1.08
2.324526,1.1896,0.2018,-0.1157,1.21
2.346137,1.2795,0.2272,-0.2824,1.33
