time,gFx,gFy,gFz,TgF
0.011048,0.9691,0.0502,-0.2022,0.99
0.031257,0.9451,0.0502,-0.1959,0.97
0.045909,0.9505,0.0512,-0.1963,0.97
0.068862,0.9617,0.0600,-0.1915,0.98
0.089549,0.9676,0.0654,-0.1939,0.99
0.120458,0.9573,0.0727,-0.2188,0.98
0.136852,0.9696,0.0766,-0.2394,1.00
0.147719,0.9749,0.0801,-0.2364,1.01
0.172608,0.9759,0.0854,-0.2193,1.00
0.190287,0.9632,0.0771,-0.2159,0.99
0.217827,0.9417,0.0659,-0.1993,0.96
0.229417,0.9348,0.0537,-0.1895,0.96
0.254721,0.9446,0.0380,-0.1787,0.96
0.271275,0.9588,0.0277,-0.1783,0.98
0.297079,0.9710,0.0145,-0.1822,0.99
0.320267,0.9505,0.0185,-0.1787,0.97
0.336832,0.9304,0.0282,-0.1734,0.95
0.355398,0.9094,0.0351,-0.1734,0.93
0.371181,0.8982,0.0390,-0.1685,0.91
0.395693,0.9187,0.0390,-0.1626,0.93
0.418419,0.9676,0.0131,-0.1748,0.98
0.434233,0.9906,-0.0148,-0.1915,1.01
0.455682,0.9608,-0.0397,-0.1919,0.98
0.481373,0.8977,-0.0505,-0.1592,0.91
0.497572,0.9060,-0.0519,-0.1323,0.92
0.517808,0.9520,-0.0412,-0.0883,0.96
0.538865,1.0092,-0.0216,-0.0546,1.01
0.554725,1.0360,-0.0021,-0.0863,1.04
0.572960,1.0184,0.0258,-0.1157,1.03
0.598352,1.0781,0.0160,-0.1514,1.09
0.618570,1.0326,0.0458,-0.1924,1.05
0.637384,0.9896,0.0551,-0.1719,1.01
0.661273,0.9490,0.0062,-0.2467,0.98
0.681309,0.9710,-0.0783,-0.1998,0.99
0.709174,0.8615,-0.0216,-0.1044,0.87
0.724425,0.8913,-0.0309,-0.1299,0.90
0.746355,0.9187,-0.0378,-0.1675,0.93
0.763414,0.9603,-0.0299,-0.2115,0.98
0.779675,1.0057,-0.0079,-0.2218,1.03
0.809249,1.0268,0.0180,-0.2232,1.05
0.822669,1.0062,0.0199,-0.2051,1.03
0.845530,0.9520,0.0155,-0.1563,0.96
0.862880,0.9319,-0.0089,-0.1196,0.94
0.879365,0.8967,-0.0255,-0.1240,0.91
0.909508,0.8703,-0.0255,-0.1807,0.89
0.922535,0.8987,-0.0397,-0.1919,0.92
0.946621,0.9681,-0.0730,-0.2012,0.99
0.962877,0.9852,-0.1047,-0.1861,1.01
0.987627,0.9818,-0.1346,-0.1685,1.01
1.004483,0.9935,-0.1321,-0.1377,1.01
1.031331,1.0121,-0.1585,-0.1391,1.03
1.045019,1.0698,-0.1698,-0.1333,1.09
1.062162,1.1485,-0.1458,-0.1167,1.16
1.087778,1.1563,-0.0901,-0.1387,1.17
1.104499,1.1470,-0.0123,-0.1010,1.15
1.131747,1.1363,0.0243,-0.0785,1.14
1.147286,1.1773,-0.0427,-0.1074,1.18
1.170443,1.2467,-0.1424,-0.1690,1.27
1.187623,1.2844,-0.2245,-0.2672,1.33
1.204361,1.2272,-0.2411,-0.4427,1.33
1.236103,1.0204,-0.1341,-0.6114,1.20
1.244659,0.9588,-0.1043,-0.6847,1.18
1.272260,0.9084,-0.2059,-0.7551,1.20
1.286740,1.0214,-0.2915,-0.6994,1.27
1.305232,1.1363,-0.3272,-0.6182,1.33
1.328314,1.1201,-0.1844,-0.5244,1.25
1.344613,0.9461,0.0527,-0.4794,1.06
1.370479,0.7579,0.3294,-0.4266,0.93
1.387477,0.7681,0.3861,-0.4339,0.96
1.416747,0.8552,0.2785,-0.4026,0.99
1.428683,0.8781,0.2032,-0.4124,0.99
1.454492,0.8630,0.0590,-0.3699,0.94
1.471389,0.8209,-0.0192,-0.3283,0.88
1.488551,0.8185,-0.0651,-0.2946,0.87
1.518258,0.7129,-0.0563,-0.2281,0.75
1.532451,0.6347,-0.0466,-0.1704,0.66
1.553601,0.5780,-0.0617,-0.1494,0.60
1.570631,0.5789,-0.0808,-0.1455,0.60
1.595839,0.6445,-0.0691,-0.1724,0.67
1.617057,0.6709,0.1417,-0.1567,0.70
1.629432,0.6586,0.2316,-0.1127,0.71
1.648299,0.6845,0.2502,-0.1284,0.74
