time,gFx,gFy,gFz,TgF
0.009253,1.0072,-0.0026,-0.0463,1.01
0.015679,0.9989,-0.0006,-0.0423,1.00
0.032484,0.9818,0.0097,-0.0331,0.98
0.058678,0.9705,0.0356,-0.0081,0.97
0.075297,0.9813,0.0219,-0.0052,0.98
0.091873,0.9823,0.0057,-0.0145,0.98
0.116336,0.9803,-0.0065,-0.0223,0.98
0.134699,0.9813,-0.0070,-0.0262,0.98
0.158761,0.9793,0.0009,-0.0223,0.98
0.175846,0.9847,0.0082,-0.0184,0.98
0.192532,0.9852,0.0116,-0.0223,0.99
0.224063,0.9754,0.0126,-0.0184,0.98
0.232541,0.9740,0.0111,-0.0223,0.97
0.258391,0.9793,0.0106,-0.0321,0.98
0.275405,0.9803,0.0087,-0.0291,0.98
0.300596,0.9886,0.0053,-0.0287,0.99
0.316522,0.9901,0.0048,-0.0272,0.99
0.334017,0.9798,0.0053,-0.0291,0.98
0.358885,0.9691,0.0087,-0.0238,0.97
0.374717,0.9730,0.0062,-0.0228,0.97
0.399151,0.9837,-0.0060,-0.0365,0.98
0.416675,0.9872,-0.0123,-0.0389,0.99
0.446633,0.9920,-0.0177,-0.0370,0.99
0.458651,0.9906,-0.0192,-0.0404,0.99
0.483900,0.9823,-0.0143,-0.0287,0.98
0.501093,0.9857,-0.0158,-0.0257,0.99
0.517516,0.9876,-0.0231,-0.0267,0.99
0.539929,0.9837,-0.0246,-0.0384,0.98
0.558494,0.9735,-0.0177,-0.0502,0.97
0.583933,0.9539,-0.0109,-0.0643,0.96
0.600939,0.9524,-0.0021,-0.0697,0.95
0.630154,0.9725,0.0106,-0.0692,0.98
0.641908,0.9764,0.0126,-0.0775,0.98
0.666550,0.9632,0.0175,-0.0717,0.97
0.682247,0.9612,0.0057,-0.0717,0.96
0.698775,0.9979,-0.0304,-0.0961,1.00
0.723583,0.9143,-0.0930,-0.0599,0.92
0.740065,0.9212,-0.1253,-0.0658,0.93
0.764341,0.9236,-0.1688,-0.0570,0.94
0.784025,0.9480,-0.1966,-0.0340,0.97
0.807608,1.0116,-0.2035,-0.0257,1.03
0.832261,1.0678,-0.1507,-0.0238,1.08
0.841882,1.0712,-0.1126,-0.0243,1.08
0.865811,1.0414,-0.0138,-0.0296,1.04
0.883814,1.0214,0.0287,-0.0399,1.02
0.908694,0.9930,0.0238,-0.0448,0.99
0.929992,0.9617,-0.0436,-0.0379,0.96
0.950182,0.9520,-0.1043,-0.0296,0.96
0.966526,0.9446,-0.1409,-0.0174,0.96
0.991667,0.9094,-0.1815,-0.0003,0.93
1.008043,0.8938,-0.1766,0.0095,0.91
1.029209,0.9065,-0.1453,0.0178,0.92
1.048718,0.9285,-0.0984,0.0324,0.93
1.066624,0.9319,-0.0681,0.0339,0.94
1.092616,0.9275,-0.0617,0.0227,0.93
1.108344,0.9427,-0.0612,0.0104,0.94
1.129202,0.9652,-0.0563,-0.0125,0.97
1.149483,0.9798,-0.0461,-0.0296,0.98
1.166098,0.9808,-0.0456,-0.0287,0.98
1.191689,1.0165,-0.0700,-0.0272,1.02
1.208634,1.0522,-0.0989,-0.0379,1.06
1.230089,1.0942,-0.1429,-0.0697,1.11
1.248657,1.1221,-0.1795,-0.0815,1.14
1.267693,1.1729,-0.1937,-0.0912,1.19
1.291552,1.1397,-0.2240,-0.0560,1.16
1.316151,1.0375,-0.3008,-0.0125,1.08
1.330157,1.0385,-0.3668,-0.0321,1.10
1.350036,1.0835,-0.3942,-0.1929,1.17
1.374317,1.1988,-0.2749,-0.4271,1.30
1.390789,1.2086,-0.0676,-0.5283,1.32
1.411375,1.0913,0.2287,-0.5014,1.22
1.430662,1.0062,0.3856,-0.3904,1.15
1.449133,0.9559,0.4570,-0.2403,1.09
1.474219,0.9534,0.3343,-0.0687,1.01
1.490482,0.9476,0.1700,-0.0228,0.96
1.515898,0.8341,-0.0695,-0.0976,0.84
1.538269,0.7349,-0.2172,-0.1157,0.78
1.558060,0.7344,-0.2988,-0.0790,0.80
1.573681,0.7598,-0.2543,-0.0643,0.80
1.599490,0.8371,-0.0353,-0.0893,0.84
1.616277,0.8669,0.1035,-0.1264,0.88
1.639158,0.8679,0.3308,-0.1401,0.94
1.657562,0.8874,0.4648,-0.1391,1.01
1.674470,0.9280,0.4863,-0.1220,1.05
1.699308,1.0052,0.3416,-0.1098,1.07
1.716467,1.0224,0.2130,-0.0991,1.05
1.735404,1.0532,0.0732,-0.0741,1.06
1.757792,1.0556,-0.0314,-0.0565,1.06
1.774518,1.0180,-0.0691,-0.0502,1.02
1.798519,0.9730,-0.0759,0.0080,0.98
1.815799,0.9363,-0.0427,0.0579,0.94
1.836410,0.9246,-0.0167,0.1097,0.93
1.857673,0.9505,0.0185,0.1190,0.96
1.881847,1.0082,0.0898,0.0559,1.01
1.899642,1.0742,0.1539,0.0144,1.09
1.916520,1.1548,0.1984,-0.0023,1.17
1.938027,1.2443,0.2697,-0.0927,1.28
1.957218,1.3157,0.3362,-0.1235,1.36
1.982203,1.4589,0.3352,-0.1323,1.50
1.998024,1.4408,0.2844,-0.2741,1.49
2.024007,1.2614,0.1490,-0.4691,1.35
2.046359,1.1055,0.0942,-0.4877,1.21
2.057578,0.9798,0.0757,-0.4765,1.09
2.082287,0.8268,0.0307,-0.3523,0.90
2.098213,0.7662,-0.0339,-0.2692,0.81
2.123708,0.7545,-0.1888,-0.2164,0.81
2.143480,0.8307,-0.2744,-0.2594,0.91
2.165065,0.9456,-0.2030,-0.2633,1.00
2.181592,1.0341,-0.0867,-0.2653,1.07
2.206930,1.0913,0.1074,-0.2961,1.14
2.223099,1.0835,0.2233,-0.3239,1.15
2.250307,0.9906,0.2844,-0.2804,1.07
2.265163,0.8845,0.2707,-0.2325,0.95
2.280981,0.7667,0.2140,-0.1802,0.82
2.305918,0.6474,0.1035,-0.1435,0.67
2.323742,0.5956,0.0043,-0.1157,0.61
2.343217,0.5599,-0.0901,-0.0917,0.57
2.364242,0.5076,-0.1512,-0.0785,0.54
2.382223,0.5222,-0.1908,-0.0551,0.56
2.407783,0.6449,-0.2186,-0.0614,0.68
2.423435,0.7584,-0.2152,-0.0761,0.79
2.447428,0.9388,-0.1663,-0.1255,0.96
2.464050,1.0488,-0.1341,-0.1763,1.07
2.489491,1.1270,-0.0994,-0.2403,1.16
2.507176,1.1553,-0.1013,-0.2276,1.18
2.535626,1.1539,-0.1346,-0.1543,1.17
2.546011,1.1284,-0.1517,-0.1421,1.15
2.573582,0.9945,-0.1766,-0.1367,1.02
2.588300,0.9412,-0.1805,-0.1494,0.97
2.605246,0.9026,-0.1722,-0.1587,0.93
2.630706,0.9984,-0.1942,-0.1416,1.03
2.647236,1.2081,-0.2719,-0.1934,1.25
2.671591,1.6305,-0.3819,-0.5400,1.76
2.689652,1.7361,-0.2842,-0.8143,1.94
2.713266,1.4995,-0.0412,-0.7962,1.70
2.734014,1.2096,0.1113,-0.6236,1.37
2.755788,0.9784,0.2560,-0.3880,1.08
2.773526,0.8405,0.3137,-0.2403,0.93
2.795824,0.7354,0.2864,-0.1044,0.80
2.813017,0.7026,0.1998,-0.0360,0.73
2.834873,0.7520,0.0644,-0.0316,0.76
2.854588,0.8503,-0.0339,-0.0863,0.86
2.871198,0.9700,-0.1214,-0.1357,0.99
2.896831,1.1265,-0.1732,-0.2633,1.17
2.912823,1.1622,-0.1390,-0.2907,1.21
2.935443,1.0243,-0.0607,-0.2760,1.06
2.955083,0.8307,0.0082,-0.2345,0.86
2.971806,0.6523,0.0585,-0.1919,0.68
2.996738,0.3839,0.1197,-0.1621,0.43
3.013055,0.2626,0.1182,-0.1196,0.31
3.035080,0.1800,0.1241,-0.0653,0.23
3.054490,0.2431,0.1627,0.0192,0.29
3.079728,0.5389,0.2311,0.0632,0.59
3.096572,0.8156,0.3010,0.0207,0.87
3.114768,1.1812,0.3098,-0.1538,1.23
3.141440,1.3186,0.3010,-0.4017,1.41
3.153918,1.3123,0.2634,-0.4261,1.40
3.180708,1.1460,0.1431,-0.2736,1.19
3.196083,1.0502,0.1578,-0.1509,1.07
3.221801,0.9524,0.1641,0.0173,0.97
3.238220,0.9314,0.1725,0.0491,0.95
